SAMPLE_NAME,PI_LAST_NAME,PI_FIRST_NAME,ORGANISM,STRAIN,EXP_DATE,EXP_GROWTH_MEDIUM,EXP_MODIF_GROWTH,EXP_TEMPERATURE,EXP_SALINITY,EXP_PH,EXP_LIGHT,EXP_DAY_PORTION_OF_DAY,EXP_NIGHT_PORTION_OF_DAY,EXP_NITRATE,EXP_AMMONIUM,EXP_PHOSPHATE,EXP_SILICATE,EXP_DISSOLVED_OXYGEN,EXP_TOTAL_FE,EXP_DOC,EXP_LIST_AA_AND_CONCENTRATIONS,EXP_TRACE_ELEMENTS_TOTAL,EXP_CO2_PPM,EXP_UREA,EXP_PREY_ORGANISM,ENV_LATITUDE,ENV_LONGITUDE,ENV_DEPTH,ENV_ELEVATION,ENV_SALINITY,ENV_TEMPERATURE,ENV_PH,ENV_COLLECTION_DATE,ENV_COLLECTION_TIME,GEO_LOC_NAME,BIOME,HABITAT_DESCRIPTION,CAMERA_SAMPLE_ACC,CLONAL,AXENIC
MMETSP1167,Wilson,Willie,Mallomonas Sp,CCMP3275,10-FEB-12,PROV50,,20,32,8,,13,11,882,50,36.2,0,,,,,12871.2,,,,34,135.1,,,,,,25-JAN-04,,Arabian Sea,,,CAM_SMPL_002877,,0
MMETSP0893,Gobler,Christopher,Aureoumbra lagunensis,CCMP1510,01-AUG-11,GSe media,Ammonium in place of nitrate,22,32,7.8,7,12,12,0,100,5,0,8,1100,2,none,1004,400,0,none,27.4708,-97.32,1,0,40,30,8,01-JAN-92,12:00 PM,OTHER,Aquatic: marine,Estuarine,CAM_SMPL_002721,1,
MMETSP0471,Menden-Deuer,Susanne,Oxyrrhis marina,,30-JAN-12,seawater,"0.2um filtered, autoclaved",15,29.4,,8,12,12,,,,,,,,,,,,Isochrysis galbana CCMP1323,,,,,,,,,,,Acquatic: marine,,CAM_SMPL_002784,0,0
MMETSP1137,Floge,Sheri,Pleurochrysis carterae,CCMP645,01-DEC-11,f/2 amended seawater,"f/2 nutrients, no silica",16,34,8.1,200,16,8,882,0,36.2,0,,,,,12794,,,,,,,,,,,,,,,,CAM_SMPL_002884,1,1
MMETSP1319,Vaulot,Daniel,Bolidomonas pacifica,RCC208,15-JAN-12,K,,20,35,,100,12,12,,,,,,,,,,,,,-16,-150,5,,,,,26-NOV-94,,Pacific Ocean,Aquatic: marine,,CAM_SMPL_002870,0,0
MMETSP0906,Mock,Thomas,Fragilariopsis kerguelensis,L2-C3,18-JUL-11,f/2-R (silicate 210 µM) amended seawater,,-2,35,8.1,45,24,0,100,0,6.25,210,,,,,1099.5,,,,-48.1,-24.25,20,,33.8,8.05,,24-JAN-09,,Southern Ocean,Acquatic: marine,Atlantic sector of the Southern Ocean,CAM_SMPL_002740,1,1
MMETSP0818,Park,Min,Tetraselmis striata,LANL1001,20-MAY-11,f/2,"N03- 10X, P-7X",30,38,8.2,400,16,8,8820,0,292,0,,,,,750,,,,,,,,,,,,,OTHER,Acquatic: marine,,CAM_SMPL_002792,1,0
MMETSP1170,Wilson,Willie,Sarcinochrysis sp,CCMP770,19-JAN-12,L1,added 200 ul of 500 mol NH4Cl per liter,24,32,8,,13,11,882,100,36.2,106,,,,,12871.2,,,,13.5,144.75,,,,,,19-AUG-07,,Pacific Ocean,,,CAM_SMPL_002887,,0
MMETSP1171,Wilson,Willie,Helicotheca tamensis,CCMP826,19-JAN-12,L1,added 200 ul of 500 mol NH4Cl per liter,20,32,8,,13,11,882,100,36.2,106,,,,,12871.2,,,,30,-60,,,,,,,,Sargasso Sea,,,CAM_SMPL_002888,,0
MMETSP1321,Vaulot,Daniel,Bolidomonas sp.,RCC1657,15-JAN-12,K,,15,35,,35,12,12,,,,,,,,,,,,,49.31666667,-3.316666667,10,,,,,06-JUL-07,,North Sea,Aquatic: marine,,CAM_SMPL_002879,0,0
MMETSP0225,Saldarriaga,Juan,Thoracosphaera heimii,CCCM 670 (=CCMP 1069),02-JUN-11,HESNW,no silica,23,30,7,3800,14,10,3,0.11,0.3,0,,,,,0,,,,23.809,-89.757,,,,,,23-APR-80,,Gulf of Mexico,,,CAM_SMPL_002472,,0
MMETSP0820,Park,Min,Tetraselmis striata,LANL1001,20-MAY-11,f/2,"N03- 10X, P-7X",30,38,8.2,400,16,8,8820,0,292,0,,,,,750,,,,,,,,,,,,,OTHER,Acquatic: marine,,CAM_SMPL_002794,1,0
MMETSP1139,Floge,Sheri,Pavlova sp.,CCMP459,01-DEC-11,f/2 amended seawater,"f/2 nutrients, no silica",16,34,8.1,200,16,8,882,0,36.2,0,,,,,12794,,,,,,,,,,,,,,,,CAM_SMPL_002894,1,1
MMETSP1172,Wilson,Willie,Timspurckia oligopyrenoides,CCMP3278,18-JAN-12,L1,added 200 ul of 500 mol NH4Cl per liter,20,32,8,,13,11,882,100,36.2,106,,,,,12871.2,,,,-31.81,144.9,,,,,,15-FEB-98,,Indian Ocean,,from a mud sample,CAM_SMPL_002897,,0
MMETSP0984,Lovejoy,Connie,non described non described,CCMP 2436,31-AUG-11,ProV 50 amended seawater,"salinity corrected with mili-Q water, antibiotic final concentrations: penicilin 25mg/L; neomycin 20mg/L; kanamycin 20 mg/L",6,18,7.4,65,24,0,882,50,36.2,0,,,,,24493,,,,76.3208,-75.8172,11,,,,,23-JUN-98,,Baffin Bay,Aquatic: marine,,CAM_SMPL_002660,,1
MMETSP0484_2,McManus,George,Rhodomonas lens,RHODO,22-JUN-11,Ukeles E medium,none,18,15,8,150,12,12,3500,0,150,0,,,,,1000,,,none,,,,,,,,,,,,,CAM_SMPL_002797,,0
MMETSP1174,Wilson,Willie,Dictyocha speculum,CCMP1381,19-JAN-12,L1,added 200 ul of 500 mol NH4Cl per liter,4,32,8,,13,11,882,100,36.2,106,,,,,12871.2,,,,55.48,11.1,,,,,,,,Baltic Sea,,,CAM_SMPL_002899,,0
MMETSP0223_2,Saldarriaga,Juan,Akashiwo sanguinea,CCCM 885,02-JUN-11,HESNW,no silica,18,30,7,3800,14,10,3,0.11,0.3,0,,,,,0,,,,40.6666,-73.25,,,,,,20-JUL-58,,"Great South Bay, Long Island, New York",,,CAM_SMPL_002482,,0
MMETSP0034_2,Worden,Alexandra,Nephroselmis pyriformis,CCMP717,01-NOV-10,f/2-Si natural sea water (Bay of Fundy),f/2 for all nutrients except omitted silicate,21,35,8.2,100,14,10,882,0,36,0,,,,,12795,,,,29.3833,-94.8833,,,,,,,,Gulf of Mexico,Acquatic: marine,,CAM_SMPL_002346,,0
MMETSP1175,Wilson,Willie,Triceratium dubium,CCMP147,12-JAN-12,L1,added 200 ul of 500 mol NH4Cl per liter,20,32,8,,13,11,882,100,36.2,106,,,,,12871.2,,,,30,-60,,,,,,,,Sargasso Sea,,open ocean,CAM_SMPL_002908,,0
MMETSP1176,Wilson,Willie,Synedropsis recta cf,CCMP1620,13-JAN-12,L1,added 200 ul of 500 mol NH4Cl per liter,4,32,8,,13,11,882,100,36.2,106,,,,,12871.2,,,,-77.8333,163,,,,,,,,Ross Sea,,pore water of benthic sponge,CAM_SMPL_002909,0,0
MMETSP0099_2,Allam,Bassem,,NY0313808BC1,01-APR-11,Minimal Essential Medium with 10% fetal bovine serum,,13,35,7.2,0,,,0,0,0,0,,,,,0,,,,40.49657,-74.17591,10,,,,,01-NOV-03,09:00 AM,Atlantic Ocean,Acquatic: marine,,CAM_SMPL_002391,1,1
MMETSP0948,Coyne,Kathryn,Chattonella subsalsa,CCMP2191,02-AUG-11,ESAW medium,nitrogen source added at 100 uM concentrations,25,20,8,500,12,12,0,100,22,0,,,,,850,,0,,,,,,,,,,,,,,CAM_SMPL_002663,0,0
MMETSP0796,Hackett,Jeremiah,Pyrodinium bahamense,pbaha01,18-JAN-11,F/2 -Si,,15,31,8.2,200,14,10,882,0,36.2,0,,,,,2264,,,,,,,,,,,,,,,,CAM_SMPL_002810,1,0
MMETSP0798,Hackett,Jeremiah,Myrionecta rubra,CCMP2563,18-JAN-11,F/2 -Si,,4,31,8.2,200,14,10,882,0,36.2,0,,,,,2264,,,Geminigera cryophila,,,,,,,,01-JAN-96,,Southern Ocean,,,CAM_SMPL_002812,1,0
MMETSP1177,Wilson,Willie,Ochromonas sp,CCMP1899,15-FEB-12,PROV,,4,32,8,,13,11,882,0,36.2,106,,,,,12871.2,,,,-77.8333,163,,,,,,01-DEC-94,,Ross Sea,,Sea ice,CAM_SMPL_002910,0,0
MMETSP0988,Lovejoy,Connie,non described non described,CCMP2293,31-AUG-11,ProV 50 amended seawater,"salinity corrected with mili-Q water, antibiotic final concentrations: penicilin 25mg/L; neomycin 20mg/L; kanamycin 20 mg/L",6,18,7.4,100,24,0,882,50,36.2,0,,,,,24493,,,,78.5922,-74.4922,,,,,,04-OCT-98,,Baffin Bay,Aquatic: marine,Upper Arctic Ocean,CAM_SMPL_002672,,1
MMETSP0950,Coyne,Kathryn,Chattonella subsalsa,CCMP2191,02-AUG-11,ESAW medium,nitrogen source added at 100 uM concentrations,25,20,8,500,12,12,100,0,22,0,,,,,850,,0,,,,,,,,,,,,,,CAM_SMPL_002669,0,0
MMETSP1358,Archibald,John,Bigelowiella natans,CCMP1242,01-JUL-12,K,K without silicate,23,35,8,,12,12,882,50,10,0,,,,,122766,,,,,,,,,,,,,,,,CAM_SMPL_002915,,0
MMETSP1147,Saldarriaga,Juan,Lessardia elongata,SPMC 104,05-DEC-11,HESNW,no silica,22,30,7,,14,10,3,0.11,0.3,0,,,,,0,,,Rhodomonas sp. CCMP 755,,,,,,,,10-OCT-01,,Kattegat,,,CAM_SMPL_002917,,0
MMETSP1148,Saldarriaga,Juan,Gyrodinium dominans,SPMC 103,05-DEC-11,HESNW,no silica,22,30,7,,14,10,3,0.11,0.3,0,,,,,0,,,Rhodomonas sp. CCMP 755,,,,,,,,10-OCT-01,,Kattegat,,,CAM_SMPL_002918,0,0
MMETSP0987,Lovejoy,Connie,non described non described,CCMP2293,31-AUG-11,ProV 50 amended seawater,antibiotic final concentrations: penicilin 25mg/L; neomycin 20mg/L; kanamycin 20 mg/L; no NH4Cl,6,32,7.5,100,24,0,0,0,36.2,0,,,,,24493,,441,,78.5922,-74.4922,,,,,,04-OCT-98,,Baffin Bay,Acquatic: marine,Arctic Sea Water,CAM_SMPL_002671,,1
MMETSP0725,Smith,Sarah,Amphiprora sp.,CCMP467,01-DEC-11,NEPC,NEPC for all nutrients except silicate which was not added,20,30,8,200,12,12,0.55,0,0.01,0,,,,,16.33,,,,,,,,,,,,,,Acquatic: marine,,CAM_SMPL_002707,1,0
MMETSP0799,Hackett,Jeremiah,Geminigera cryophila,CCMP2564,18-JAN-11,F/2 -Si,,4,31,8.2,200,14,10,882,0,36.2,0,,,,,2264,,,,,,,,,,,,,,,,CAM_SMPL_002819,1,0
MMETSP1178,Wilson,Willie,unid sp,CCMP2000,,L1,,20,32,8,,13,11,882,0,36.2,106,,,,,12871.2,,,,14.449,64.9997,,,,,,12-NOV-95,,Arabian Sea,,,CAM_SMPL_002921,0,0
MMETSP0088,Dyhrman/Juhl,Sonya/Andrew,Chaetoceros affinis,CCMP159,18-OCT-11,L1,16N:1P,18,32,8.3,100,14,10,571,0,36,0,,,,,1000,400,,,,,,,,,,,,,,,CAM_SMPL_003276,1,0
MMETSP0091,Dyhrman/Juhl,Sonya/Andrew,Chaetoceros affinis,CCMP159,14-OCT-11,L1,16N:1P,18,32,8.3,100,14,10,571,0,0.1,0,,,,,1000,400,,,,,,,,,,,,,,,CAM_SMPL_003278,1,0
MMETSP0092,Dyhrman/Juhl,Sonya/Andrew,Chaetoceros affinis,CCMP159,14-OCT-11,L1,16N:1P,18,32,7.8,100,14,10,571,0,36,0,,,,,1000,750,,,,,,,,,,,,,,,CAM_SMPL_003279,1,0
MMETSP0802,Worden,Alexandra,Micromonas sp.,CCMP2099,01-DEC-10,K-Si amended natural seawater (Eastern Pacific),K for all nutrients except omitted silicate,6,35,8.2,80,14,10,882,50,10,0,,,,,12766,,,,76.2833,-74.75,55,,,,,07-APR-98,,Arctic,Acquatic: marine,,CAM_SMPL_002821,,0
MMETSP1438,Preston,Mike,Pterosperma sp.,CCMP1384,25-AUG-13,Prov50,alkaline soil water extract,20,33,8.2,100,13,11,882,50,36.2,106,0,11.7,,,12871.2,390,0,,0,-90.8333,10,,30,20,7.9,,,Pacific Ocean,Acquatic: marine,,CAM_SMPL_003286,1,0
MMETSP1439,Preston,Mike,Gonyaulax spinifera,CCMP409,25-AUG-13,L1 amended seawater,,14,33,8.2,100,13,11,882,0,36.2,106,0,11.7,,,12871.2,390,0,,43.8441,-69.6413,10,,30,14,7.9,10-OCT-86,,Atlantic Ocean,Acquatic: marine,,CAM_SMPL_003287,,0
MMETSP0726,Smith,Sarah,Amphiprora sp.,CCMP467,01-DEC-11,NEPC,NEPC for all nutrients except nitrate which was not added,20,30,8,200,12,12,0,0,0.01,0.11,,,,,16.33,,,,,,,,,,,,,,Acquatic: marine,,CAM_SMPL_002708,1,0
MMETSP0816,Mock,Thomas,Proboscia inermis,CCAP1064/1,20-JUL-11,f/2 amended seawater,f/2 for all nutrients,5,35,8.1,100,24,0,800,0,36,106,,,,,2400,,,,,,,,,,,,,,,,CAM_SMPL_002711,1,0
MMETSP1451,Preston,Mike,Vitrella brassicaformis,CCMP3346,25-AUG-13,L1 amended seawater,,24,33,8.2,100,13,11,882,0,36.2,106,0,11.7,,,12871.2,390,0,,-23.5,152,10,,30,22,7.9,01-DEC-01,,Pacific Ocean,Acquatic: marine,,CAM_SMPL_003305,1,0
MMETSP1452,Preston,Mike,Synchroma pusillum,CCMP3072,25-AUG-13,L1 amended seawater,,24,33,8.2,100,13,11,882,0,36.2,106,0,11.7,,,12871.2,390,0,,11.335,-74.0521,0.5,,30,22,7.9,01-FEB-90,,Caribbean Sea,Acquatic: marine,,CAM_SMPL_003306,1,0
MMETSP0878,Morel,Francois,Thalassiosira weissflogii,CCMP1336,11-JUN-11,Aquil nutrients amended seawater,Total Fe concentration was 20 nM,20,35,7.8,120,24,0,100,0,10,100,,20,,,350,265,0,,,,,,,,,,,,,,CAM_SMPL_002823,1,0
MMETSP1466,Preston,Mike,Pavlova gyrans,CCMP608,25-AUG-13,L1 amended seawater,,14,33,8.2,100,13,11,882,0,36.2,106,0,11.7,,,12871.2,390,0,,,,10,,30,14,7.9,,,Atlantic Ocean,Acquatic: marine,,CAM_SMPL_003315,1,1
MMETSP1467,Preston,Mike,unid. sp.,CCMP2135,25-AUG-13,L1 amended seawater,,20,33,8.2,100,13,11,882,0,36.2,106,0,11.7,,,12871.2,390,0,,20.7722,-63.0368,150,,30,20,7.9,25-FEB-94,,Sargasso Sea,Acquatic: marine,,CAM_SMPL_003316,1,0
MMETSP1359,Archibald,John,Bigelowiella longifila,CCMP242,01-JUL-12,blue star agar,blue star agar without silica,20,35,8,,12,12,882,0,26,0,,,,,115345,,,,,,,,,,,,,,,,CAM_SMPL_002927,,0
MMETSP1012,Rynearson,Tatiana,Ditylum brightwellii,GSO104,20-OCT-12,f/2 amended seawater,f/2 for all nutrients except 0.4uM P,14,36,7.9,180,12,12,882,,0.4,106,,,,,,,,,41.325,-70.57,0.5,,,,,06-OCT-08,,Pacific Ocean,Acquatic: marine,Coastal Waters,CAM_SMPL_003280,1,1
MMETSP1440,Preston,Mike,Polarella glacialis,CCMP2088,25-AUG-13,L1 amended seawater,,2,33,8.2,100,13,11,882,0,36.2,106,0,11.7,,,12871.2,390,0,,78.5978,74.4992,6,,30,0,7.9,11-APR-98,,Baffin Bay,Acquatic: marine,,CAM_SMPL_003288,1,0
MMETSP1441,Preston,Mike,Heterocapsa arctica,CCMP445,25-AUG-13,L1 amended seawater,,2,33,8.2,100,13,11,882,0,36.2,106,0,11.7,,,12871.2,390,0,,76.25,82.55,10,,30,20,7.9,03-JUN-86,,Baffin Bay,Acquatic: marine,,CAM_SMPL_003289,1,1
MMETSP0737,Smith,Sarah,Thalassiosira miniscula,CCMP1093,01-JUN-12,NEPC,,20,30,8,200,24,0,0.55,0,0.01,0.11,,,,,16.33,,,,,,,,,,,,,,Acquatic: marine,,CAM_SMPL_002727,1,0
MMETSP1453,Preston,Mike,Unidentified sp.,RCC701,25-AUG-13,L1 amended seawater,,20,33,8.2,100,13,11,882,0,36.2,106,0,11.7,,,12871.2,390,0,,,,70,,30,20,7.9,06-NOV-03,,Indian Ocean,Acquatic: marine,open ocean,CAM_SMPL_003307,1,0
MMETSP1456,Preston,Mike,Unidentified sp.,RCC1871,25-AUG-13,L1 amended seawater,,14,33,8.2,100,13,11,882,0,36.2,106,0,11.7,,,12871.2,390,0,,48.75,-3.95,0,,30,8,7.9,02-MAY-09,,English Channel,Acquatic: marine,,CAM_SMPL_003308,1,0
MMETSP0528_2,Campbell,Lisa,Karenia brevis,SP3,08-APR-11,L1 amended seawater,NA,25,27,8.3,70,12,12,882,0,36.2,0,,,,,25,,,NA,,,,,,,,01-OCT-99,,Gulf of Mexico,Acquatic: marine,coastal harmful algal bloom,CAM_SMPL_002825,1,0
MMETSP1468,Preston,Mike,Mantoniella sp,CCMP1436,25-AUG-13,L1 amended seawater,,2,33,8.2,100,13,11,882,0,36.2,106,0,11.7,,,12871.2,390,0,,-78.8333,163,0,,30,0,7.9,01-JAN-91,,Southern Ocean,Acquatic: marine,,CAM_SMPL_003317,1,0
MMETSP1153,Morel,Francois,Emiliania huxleyi,PLY M219,07-NOV-11,Aquil nutrients amended seawater,P added as alpha-glycerophosphate,20,35,8.1,100,24,0,50,0,1,0,,87,,,410,750,0,,,,,,,,,,,,,,CAM_SMPL_002930,,0
MMETSP1338,Wilson,Willie,Pelagodinium béii,RCC1491,15-JAN-12,K/2,,20,35,,40,12,12,,,,,,,,,,,,,,,,,,,,,,Atlantic Ocean,Aquatic: marine,,CAM_SMPL_002936,0,0
MMETSP1144,Lovejoy,Connie,non described non described,CCMP2298,31-AUG-11,K amended sea water,antibiotics final concentrations: penicilin: 25mg/L; neomycin 20mg/L; kanamycin 20mg/L; salinity corrected with miliQ water,6,36,7.6,100,24,0,882,50,10,504,,11700,,,123766,,0,,77.0014,-77.2383,0,,,,,15-JUN-98,,Baffin Bay,Aquatic: marine,,CAM_SMPL_002907,0,1
MMETSP1442,Preston,Mike,Craspedostauros australis,CCMP3328,25-AUG-13,L1 amended seawater,,20,33,8.2,100,13,11,882,0,36.2,106,0,11.7,,,12871.2,390,0,,-38.45,145.3333,10,,30,20,7.9,,,Atlantic Ocean,Acquatic: marine,,CAM_SMPL_003290,1,0
MMETSP1443,Preston,Mike,Entomoneis sp.,CCMP2396,25-AUG-13,L1 amended seawater,,20,33,8.2,100,13,11,882,0,36.2,106,0,11.7,,,12871.2,390,0,,77.8333,-75.55,10,,30,0,7.9,10-APR-98,,Baffin Bay,Acquatic: marine,,CAM_SMPL_003291,1,0
MMETSP0902,Mock,Thomas,Thalassiosira antarctica,CCMP982,15-JUL-11,f/2 amended seawater,f/2 for all nutrients,-2,35,8.1,100,24,0,800,0,36,106,,,,,2400,,,,,,,,,,,01-FEB-01,,,,,CAM_SMPL_002733,1,0
MMETSP0903,Mock,Thomas,Thalassiosira antarctica,CCMP982,15-JUL-11,f/2 amended seawater,f/2 for all nutrients (low iron),5,35,8.1,100,24,0,800,0,36,106,,1,,,2400,,,,,,,,,,,01-FEB-01,,,,,CAM_SMPL_002734,1,0
MMETSP0905,Mock,Thomas,Thalassiosira antarctica,CCMP982,15-JUL-11,f/2 amended seawater,f/2 for all nutrients,5,35,8.1,100,24,0,800,0,36,106,,,,,2400,,,,,,,,,,,01-FEB-01,,,,,CAM_SMPL_002736,1,0
MMETSP1459,Preston,Mike,Pycnococcus provasolii,RCC931,25-AUG-13,L1 amended seawater,,20,33,8.2,100,13,11,882,0,36.2,106,0,11.7,,,12871.2,390,0,,-33.8667,-73.3333,30,,30,20,7.9,01-JAN-03,,Pacific Ocean,Acquatic: marine,open ocean,CAM_SMPL_003309,1,0
MMETSP0880,Morel,Francois,Thalassiosira weissflogii,CCMP1336,11-JUN-11,Aquil nutrients amended seawater,Total Fe concentration was 20 nM,20,35,7.8,120,24,0,100,0,10,100,,20,,,350,750,0,,,,,,,,,,,,,,CAM_SMPL_002832,1,0
MMETSP1469,Preston,Mike,Unidentified sp.,CCMP1205,25-AUG-13,L1 amended seawater,,24,33,8.2,100,13,11,882,0,36.2,106,0,11.7,,,12871.2,390,0,,,,10,,30,20,7.9,01-JAN-65,,,Acquatic: marine,,CAM_SMPL_003294,1,1
MMETSP1470,Preston,Mike,Unidentified sp,CCMP2175,25-AUG-13,L1 amended seawater,ammonium added,24,33,8.2,100,13,11,882,500,36.2,106,0,11.7,,,12871.2,390,0,,22.75,-158,10,,30,22,7.9,21-SEP-92,,Pacific Ocean,Acquatic: marine,oligotrophic open ocean,CAM_SMPL_003295,1,0
MMETSP1155,Morel,Francois,Emiliania huxleyi,CCMP370,07-NOV-11,Aquil nutrients amended seawater,P added as alpha-glycerophosphate,20,35,8.1,100,24,0,50,0,1,0,,87,,,410,265,0,,,,,,,,,,,,,,CAM_SMPL_002938,,0
MMETSP1433,Allam,Bassem,Undescribed Undescribed,NY07348D,01-JUL-13,Minimal Essential Medium with 10% fetal bovine serum,,23,35,7.2,0,,,0,0,0,0,,,,,0,,,,40.49657,-74.17591,10,,,,,01-NOV-03,09:00 AM,Atlantic Ocean,Acquatic: marine,,CAM_SMPL_003281,1,1
MMETSP1142,Lovejoy,Connie,non described non described,CCMP2298,11-OCT-11,K amended sea water,antibiotics final concentrations: penicilin: 25mg/L; neomycin 20mg/L; kanamycin 20mg/L; no NH4Cl added; NO3 replaced by urea,6,33,7.6,100,24,0,0,0,10,504,,11700,,,123766,,441,,77.0014,-77.2383,0,,,,,15-JUN-98,,Baffin Bay,Acquatic: marine,,CAM_SMPL_002905,0,1
MMETSP1444,Preston,Mike,Phaeocystis antarctica,CCMP1374,25-AUG-13,L1 amended seawater,,2,33,8.2,100,13,11,882,0,36.2,106,0,11.7,,,12871.2,390,0,,-77.8333,-163,10,,30,20,7.9,01-JAN-91,,Ross Sea,Acquatic: marine,,CAM_SMPL_003292,1,0
MMETSP1445,Preston,Mike,Pyramimonas sp.,CCMP2087,25-AUG-13,L1 amended seawater,,2,33,8.2,100,13,11,882,0,36.2,106,0,11.7,,,12871.2,390,0,,78.285,-73.0525,75,,30,2,7.9,20-JUN-98,,Baffin Bay,Acquatic: marine,,CAM_SMPL_003293,1,0
MMETSP0740,Smith,Sarah,Thalassiosira miniscula,CCMP1093,01-JUN-12,NEPC,NEPC for all nutrients + 2.5mg L-1 of the microtubule inhibitor nocodazole,20,30,8,200,24,0,0.55,0,0.01,0.11,,,,,16.33,,,,,,,,,,,,,,Acquatic: marine,,CAM_SMPL_002738,1,0
MMETSP0744,Smith,Sarah,Nitzschia punctata,CCMP561,01-DEC-11,ASW,,20,30,8,200,24,0,2.97,0,0.2,0.42,,,,,19.73,,,,,,0,0,,,,,,,Acquatic: marine,,CAM_SMPL_002739,1,0
MMETSP1460,Preston,Mike,Bathycoccus prasinos,RCC716,25-AUG-13,L1 amended seawater,,24,33,8.2,100,13,11,882,0,36.2,106,0,11.7,,,12871.2,390,0,,-14.483333,113.45,70,,30,20,7.9,01-NOV-03,,Indian Ocean,Acquatic: marine,,CAM_SMPL_003310,1,0
MMETSP1462,Preston,Mike,Brandtodinium nutriculum,RCC3387,25-AUG-13,L1 amended seawater,,22,33,8.2,100,13,11,882,0,36.2,106,0,11.7,,,12871.2,390,0,,43.683333,7.316667,0,,30,20,7.9,01-JAN-11,,Mediterranean Sea,Acquatic: marine,,CAM_SMPL_003311,1,0
MMETSP0573,Campbell,Lisa,Karenia brevis,SP1,10-APR-11,L1 amended seawater,NA,25,35,8.3,70,12,12,882,0,36.2,0,,,,,25,,,NA,,,,,,,,01-OCT-99,,Gulf of Mexico,Acquatic: marine,coastal harmful algal bloom,CAM_SMPL_002835,1,0
MMETSP1471,Preston,Mike,Pycnococcus provasolii,RCC733,25-AUG-13,L1 amended seawater,,20,33,8.2,100,13,11,882,0,36.2,106,0,11.7,,,12871.2,390,0,,-35.05,23.73333,7,,35,20,7.9,,,Indian Ocean,Acquatic: marine,,CAM_SMPL_003296,1,
MMETSP1434,Preston,Mike,Minutocellus polymorphus,CCMP3303,25-AUG-13,L1 amended seawater,,20,33,8.2,100,13,11,882,0,36.2,106,0,11.7,,,12871.2,390,0,,-17.5,11.25,10,,30,20,7.9,06-DEC-07,,Atlantic Ocean,Acquatic: marine,,CAM_SMPL_003282,1,0
MMETSP1435,Preston,Mike,Chaetoceros brevis,CCMP164,25-AUG-13,L1 amended seawater,,20,33,8.2,100,13,11,882,0,36.2,106,0,11.7,,,12871.2,390,0,,-61.2833,-54.7361,10,,30,2,7.9,07-MAR-79,,Southern Ocean,Acquatic: marine,,CAM_SMPL_003283,1,0
MMETSP0976,Lovejoy,Connie,non described non described,CCMP2097,31-AUG-11,L1-Si amended sea water,antibiotics final concentrations: penicilin: 25mg/L; neomycin 20mg/L; kanamycin 20mg/L,6,36,8.3,5,24,0,882,0,36,0,,,,,24571,,,,77.0014,-77.2383,0,0,,,,15-JUN-98,,Northern Baffin Bay,Acquatic: marine,Sea ice meltwater pond,CAM_SMPL_002582,,1
MMETSP1446,Preston,Mike,Unidentified sp,CCMP2111,25-AUG-13,L1 amended seawater,,24,33,8.2,100,13,11,882,0,36.2,106,0,11.7,,,12871.2,390,0,,-5.4684,75.6186,10,,30,20,7.9,09-OCT-94,,Indian Ocean,Acquatic: marine,open ocean,CAM_SMPL_003301,1,0
MMETSP1447,Preston,Mike,Chaetoceros dichaeta,CCMP1751,25-AUG-13,L1 amended seawater,,2,33,8.2,100,13,11,882,0,36.2,106,0,11.7,,,12871.2,390,0,,-49.9,11.55,10,,30,2,7.9,20-JAN-96,,Atlantic Ocean,Acquatic: marine,,CAM_SMPL_003302,1,0
MMETSP0746,Smith,Sarah,Nitzschia punctata,CCMP561,01-DEC-11,ASW,"ASW for all nutrients except nitrate, which was not added",20,30,8,200,24,0,0,0,0.2,0.42,,,,,19.73,,,,,,0,0,,,,,,,Acquatic: marine,,CAM_SMPL_002749,1,0
MMETSP1463,Preston,Mike,Pavlova lutheri,RCC1537,25-AUG-13,L1 amended seawater,,24,33,8.2,100,13,11,882,0,36.2,106,0,11.7,,,12871.2,390,0,,55.743,4.92334,0,,30,14,7.9,01-JAN-53,,North Sea,Acquatic: marine,,CAM_SMPL_003312,1,0
MMETSP0724,Smith,Sarah,Amphiprora sp.,CCMP467,01-DEC-11,NEPC,,20,30,8,200,12,12,0.55,0,0.01,0.11,,,,,16.33,,,,,,,,,,,,,,Acquatic: marine,,CAM_SMPL_002858,1,0
MMETSP1472,Preston,Mike,Pycnococcus provasolii,RCC251,25-AUG-13,L1 amended seawater,,14,33,8.2,100,13,11,882,0,36.2,106,0,11.7,,,12871.2,390,0,,48.716667,-3.983333,10,,30,20,7.9,01-JAN-01,,English Channel,Acquatic: marine,,CAM_SMPL_003297,1,
MMETSP1473,Preston,Mike,Stichococcus sp,RCC1054,25-AUG-13,L1 amended seawater,,20,33,8.2,100,13,11,882,0,36.2,106,0,11.7,,,12871.2,390,0,,-31.866667,-91.416667,40,,30,20,7.9,11-JAN-04,,Pacific Ocean,Acquatic: marine,oligotrophic open ocean,CAM_SMPL_003298,1,
MMETSP1159,Wilson,Willie,Picocystis salinarum,CCMP1897,10-FEB-12,L1,added 200 ul of 500 mol NH4Cl per liter,20,32,8,,13,11,882,100,36.2,106,,,,,12871.2,,,,37.78,-122.35,,,,,,05-DEC-99,,,,,CAM_SMPL_002949,,0
