,SampleName,Run.x,Phylum,Input.Reads,Surviving.Reads,Percent.Surviving,n_seqs.x,smallest.x,largest.x,n_bases.x,mean_len.x,n_under_200.x,n_over_1k.x,n_over_10k.x,n_with_orf.x,mean_orf_percent.x,n90.x,n70.x,n50.x,n30.x,n10.x,gc.x,gc_skew.x,at_skew.x,cpg_ratio.x,linguistic_complexity.x,fragments,fragments_mapped,p_fragments_mapped,good_mappings,p_good_mapping,bad_mappings,potential_bridges,bases_uncovered,p_bases_uncovered,contigs_uncovbase,p_contigs_uncovbase,contigs_uncovered,p_contigs_uncovered,contigs_lowcovered,p_contigs_lowcovered,contigs_segmented,p_contigs_segmented,score.x,optimal_score.x,cutoff.x,CRBB_hits,n_contigs_with_CRBB,p_contigs_with_CRBB,rbh_per_reference,n_refs_with_CRBB,p_refs_with_CRBB,cov25,p_cov25,cov50,p_cov50,cov75,p_cov75,cov85,p_cov85,cov95,p_cov95,reference_coverage,Complete_eukaryotic,Fragmented_eukaryotic,Missing_eukaryotic,Total_eukaryotic,Complete_eukaryotic_BUSCO_perc,Complete_protist,Fragmented_protist,Missing_protist,Total_protist,Complete_protist_BUSCO_perc,Unique_kmers_assembly,num_reads_kept_diginorm,total_reads_before_diginorm,perc_kept_diginorm,proportion_kept_diginorm,num_kmers_reads_diginorm,fp_rate_diginorm
172,MMETSP0296,SRR1296916,Ochrophyta,28094148,28087514,99.98,46390,201,10144,26757377,576.79192,0,6352,1,15389,78.56655,272,472,747,1117,1833,0.5239,0.01497,0.00814,1.92629,0.11482,28087514,24981241,0.88941,21528307,0.76647,3452934,24866,922781,0.03449,13613,0.29345,1794,0.03867,28679,0.61822,3106,0.06695,0.27996,0.37176,0.15893,2026,2026,0.64543,0.07379,1689,0.06151,825,0.03005,791,0.02881,725,0.0264,694,0.02527,648,0.0236,0.02863,171,88,44,303,0.564356436,136,45,53,234,0.581196581,1464663,16572416,56181601,29.50%,0.295,90942609,0
173,MMETSP0308,SRR1296981,Glaucophyta,23516287,23490661,99.89,46659,201,17466,40652009,871.25761,0,13770,4,18917,72.06081,351,844,1426,2075,3352,0.49017,0.02302,0.00336,1.76803,0.16242,23490661,21715355,0.92443,19810975,0.84336,1904380,32651,1563999,0.03847,15677,0.33599,1875,0.04019,25978,0.55676,2851,0.0611,0.34324,0.49384,0.45486,33768,33768,0.72372,1.24284,23049,0.84833,11966,0.44041,10940,0.40265,9564,0.35201,8879,0.32679,7899,0.29073,0.44763,280,15,8,303,0.924092409,207,18,9,234,0.884615385,30998530,22540578,47006820,48.00%,0.48,98167659,0
174,MMETSP0312,SRR1296982,Rhodophyta,16946559,16921034,99.85,18679,201,15259,21406377,1146.01301,0,7106,13,8158,58.9907,455,1227,2010,3006,4797,0.50545,0.01785,0.00216,1.77535,0.20475,16921034,16022104,0.94687,15018030,0.88754,1004074,10863,1721715,0.08043,7120,0.38118,1704,0.09123,9149,0.4898,1525,0.08164,0.33955,0.48768,0.38932,15779,15779,0.84475,1.34656,9754,0.83239,5180,0.44205,4862,0.41492,4383,0.37404,4132,0.35262,3754,0.32036,0.46191,259,26,18,303,0.854785479,170,30,34,234,0.726495726,16233501,12605679,33866400,37.20%,0.372,49162236,0
175,MMETSP0313,SRR1296983,Rhodophyta,20182060,20159435,99.89,22715,201,8074,15731035,692.53951,0,4634,0,9951,82.07014,307,601,963,1471,2413,0.48889,0.01265,0.00795,2.04041,0.13893,20159435,18865268,0.9358,16335600,0.81032,2529668,16355,453465,0.02883,8809,0.38781,1017,0.04477,13297,0.58538,1433,0.06309,0.30545,0.38833,0.06501,15218,15218,0.66995,1.39936,8635,0.79402,4668,0.42924,4220,0.38805,3578,0.32901,3206,0.2948,2749,0.25278,0.45361,153,95,55,303,0.504950495,98,44,92,234,0.418803419,14632139,10918269,40340909,27.10%,0.271,48862210,0
176,MMETSP0314,SRR1296984,Rhodophyta,19649048,19626138,99.88,25394,201,7772,17399637,685.18693,0,4786,0,10343,81.68929,306,574,940,1488,2652,0.59979,0.0337,0.00112,2.14521,0.12866,19626138,18177181,0.92617,16323589,0.83173,1853592,15252,680328,0.0391,8481,0.33398,1187,0.04674,11703,0.46086,2897,0.11408,0.29385,0.4071,0.07284,19230,19230,0.75727,1.13706,14288,0.84484,7219,0.42686,6742,0.39865,6016,0.35572,5703,0.33722,5207,0.30789,0.4358,177,75,51,303,0.584158416,107,52,75,234,0.457264957,12052476,12176389,39274954,31.00%,0.31,54745863,0
177,MMETSP0315,SRR1296985,Rhodophyta,17791645,17770618,99.88,25364,201,8705,19209911,757.36915,0,6110,0,9707,67.10132,324,683,1107,1678,2700,0.50077,0.02908,0.006,1.90579,0.15155,17770618,15865229,0.89278,12849548,0.72308,3015681,19037,913102,0.04753,11924,0.47012,1360,0.05362,11820,0.46601,2410,0.09502,0.2247,0.31627,0.28357,19489,19489,0.76837,1.28141,9713,0.63864,5245,0.34486,4613,0.30331,3685,0.24229,3168,0.2083,2603,0.17115,0.39939,171,101,31,303,0.564356436,106,61,67,234,0.452991453,13142517,13020894,35561726,36.60%,0.366,50648918,0
178,MMETSP0316,SRR1296713,Bacillariophyta,31863209,31856872,99.98,19655,201,9882,16466020,837.75223,0,5606,0,9873,83.71872,349,799,1272,1845,3066,0.4923,0.0047,0.00013,1.98295,0.16095,31856872,30610361,0.96087,28681484,0.90032,1928877,10515,316739,0.01924,4529,0.23042,452,0.023,11621,0.59125,969,0.0493,0.45239,0.55853,0.46537,12228,12228,0.62213,0.94945,9496,0.73732,4830,0.37503,4443,0.34498,3983,0.30926,3720,0.28884,3314,0.25732,0.31765,95,46,162,303,0.313531353,77,22,135,234,0.329059829,16795118,12611539,63720009,19.80%,0.198,65821518,0
179,MMETSP0317,SRR1296715,Bacillariophyta,16387244,16358516,99.82,18385,201,8482,14334212,779.66886,0,4706,0,8645,84.44829,324,731,1178,1744,2840,0.4921,0.00556,0.00375,1.988,0.15192,16358516,15548495,0.95048,14608008,0.89299,940487,9156,309305,0.02158,4124,0.22431,417,0.02268,12060,0.65597,682,0.0371,0.46518,0.53719,0.4255,10637,10637,0.57857,0.93332,8420,0.73879,4339,0.38071,4040,0.35448,3601,0.31596,3361,0.2949,3036,0.26639,0.32915,94,46,163,303,0.310231023,89,21,124,234,0.38034188,14652312,9171723,32745406,28.00%,0.28,45866580,0
180,MMETSP0318,SRR1296888,Bacillariophyta,31732185,31676754,99.83,27058,201,8532,20941027,773.93107,0,7007,0,13032,83.80735,327,726,1155,1670,2673,0.4913,0.00601,0.00231,1.98639,0.15211,31676754,30716881,0.9697,29204176,0.92194,1512705,13403,608844,0.02907,6598,0.24385,958,0.03541,17627,0.65145,1164,0.04302,0.45977,0.56857,0.51864,16117,16117,0.59565,0.97472,12348,0.74678,6355,0.38434,5821,0.35204,5179,0.31321,4807,0.29072,4296,0.25981,0.33511,122,55,126,303,0.402640264,95,33,106,234,0.405982906,19886922,14777369,63408688,23.30%,0.233,76102071,0
181,MMETSP0319,SRR1296716,Bacillariophyta,39169175,39164273,99.99,33153,201,15888,31886113,961.78666,0,11261,7,18785,82.32032,423,921,1421,2102,3642,0.45391,0.01025,0.00438,1.79635,0.17808,39164273,36910625,0.94246,32920545,0.84058,3990080,25279,863559,0.02708,13519,0.40778,1301,0.03924,13330,0.40208,2523,0.0761,0.35047,0.46667,0.38675,734,734,0.84562,0.02415,482,0.01586,209,0.00688,171,0.00563,137,0.00451,123,0.00405,104,0.00342,0.00613,222,49,32,303,0.732673267,184,31,19,234,0.786324786,713541,23052154,78332995,29.40%,0.294,85815141,0
182,MMETSP0320,SRR1296717,Bacillariophyta,42447333,42443963,99.99,34068,201,12811,32360259,949.87258,0,11425,3,19192,81.87888,419,905,1397,2082,3510,0.45431,0.01062,0.00753,1.79759,0.17683,42443963,39741724,0.93633,35149028,0.82813,4592696,25960,914755,0.02827,13563,0.39812,1332,0.0391,12768,0.37478,3052,0.08959,0.33475,0.45451,0.41602,27592,27592,0.80991,0.88075,17998,0.5745,8660,0.27643,7068,0.22561,5559,0.17745,4911,0.15676,4033,0.12873,0.22923,211,48,44,303,0.696369637,145,43,46,234,0.61965812,25002327,24269469,84891256,28.60%,0.286,88189780,0
183,MMETSP0321,SRR1296723,Bacillariophyta,30911642,30908498,99.99,34549,201,20215,28902999,836.5799,0,9363,10,15905,78.07824,347,781,1253,1928,3431,0.44548,0.01576,0.00386,2.0829,0.15884,30908498,28276396,0.91484,25352491,0.82024,2923905,21679,1649918,0.05708,13114,0.37958,2639,0.07638,13421,0.38846,2979,0.08623,0.28436,0.44191,0.35877,30038,30038,0.86943,0.98985,19343,0.63742,9755,0.32146,8384,0.27628,6869,0.22636,6071,0.20006,5025,0.16559,0.27762,226,41,36,303,0.745874587,179,32,23,234,0.764957265,21947596,20523065,61820088,33.20%,0.332,79293220,0
184,MMETSP0322,SRR1296722,Bacillariophyta,28002788,27964251,99.86,22930,201,16137,22124488,964.87082,0,8359,3,11813,73.87111,416,982,1468,2033,3263,0.40817,0.00654,0.00353,1.99561,0.17945,27964251,26711661,0.95521,24808339,0.88714,1903322,15353,704711,0.03185,6992,0.30493,784,0.03419,11673,0.50907,2022,0.08818,0.39632,0.48353,0.36051,1346,1346,0.75618,0.07572,976,0.05491,500,0.02813,450,0.02532,401,0.02256,373,0.02098,312,0.01755,0.02726,220,38,45,303,0.726072607,180,20,34,234,0.769230769,1594582,15235822,55966902,27.20%,0.272,68152338,0
185,MMETSP0323,SRR1296960,Dinophyta,20055724,20044203,99.94,42298,201,5114,19912624,470.76987,0,2922,0,9887,78.8617,249,374,555,806,1217,0.54471,0.00891,0.00572,1.88445,0.09877,20044203,16800385,0.83817,13731726,0.68507,3068659,15799,542212,0.02723,8318,0.19665,1306,0.03088,19673,0.4651,8701,0.20571,0.23435,0.29643,0.03433,31416,31416,0.74273,0.97505,28187,0.87483,14155,0.43932,13793,0.42809,13047,0.40493,12733,0.39519,12047,0.3739,0.44639,88,54,161,303,0.290429043,79,22,133,234,0.337606838,16805526,14430299,40098893,36.00%,0.36,82383766,0
186,MMETSP0324,SRR1296889,Dinophyta,31259964,31218160,99.87,99510,201,9642,69150820,694.91328,0,20802,0,38418,85.45889,291,575,1086,1699,2675,0.55745,0.00682,0.00233,1.88032,0.1334,31218160,28028644,0.89783,24581085,0.7874,3447559,52105,1116686,0.01615,19548,0.19644,1355,0.01362,59278,0.5957,4106,0.04126,0.42652,0.52268,0.49199,63869,63869,0.64183,0.92891,52887,0.76919,27022,0.39301,25046,0.36427,22497,0.3272,21177,0.308,19193,0.27914,0.34495,230,20,53,303,0.759075908,189,17,28,234,0.807692308,63933682,35899335,62478041,57.50%,0.575,149307361,0
187,MMETSP0325,SRR1296890,Dinophyta,37516145,37466493,99.87,97130,201,9383,72764649,749.14701,0,23091,0,39977,84.85292,309,651,1208,1827,2808,0.55702,0.0062,0.0016,1.88152,0.14202,37466493,33993014,0.90729,29965672,0.7998,4027342,53900,1502996,0.02066,19856,0.20443,1763,0.01815,51023,0.52531,4258,0.04384,0.423,0.52956,0.46011,66516,66516,0.68481,0.94117,54310,0.76846,27714,0.39214,25520,0.36109,22944,0.32465,21531,0.30465,19423,0.27483,0.33796,228,22,53,303,0.752475248,192,13,29,234,0.820512821,67931953,40515473,74982572,54.00%,0.54,163663147,0.001
188,MMETSP0326,SRR1296961,Dinophyta,24565460,24552601,99.95,44293,201,3470,21245228,479.65204,0,3117,0,10909,78.38054,252,387,572,807,1216,0.54408,0.00959,0.00456,1.88265,0.10061,24552601,20650638,0.84108,17198492,0.70048,3452146,16607,625830,0.02946,8878,0.20044,1487,0.03357,18532,0.4184,10154,0.22925,0.22971,0.2939,0.02657,33267,33267,0.75107,1.00374,29736,0.8972,14873,0.44875,14514,0.43792,13791,0.41611,13457,0.40603,12756,0.38488,0.44951,104,57,142,303,0.343234323,85,23,126,234,0.363247863,20123544,NA,NA,NA,NA,NA,NA
189,MMETSP0327,SRR1296721,Bacillariophyta,38231833,38226388,99.99,22826,201,14716,27017903,1183.64597,0,10262,4,14619,78.39992,566,1186,1753,2509,3951,0.47418,0.00346,0.00761,2.00266,0.21212,38226388,37168496,0.97233,35320689,0.92399,1847807,14048,1095134,0.04053,7667,0.33589,1401,0.06138,7769,0.34036,2570,0.11259,0.42029,0.51777,0.04482,2027,2027,0.85347,0.10115,1406,0.07016,682,0.03403,620,0.03094,554,0.02765,516,0.02575,444,0.02216,0.02846,242,28,33,303,0.798679868,181,34,19,234,0.773504274,2367336,20437040,76458126,26.70%,0.267,78058946,0
190,MMETSP0328,SRR1300213,Dinophyta,11312320,11302437,99.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25837,25837,0.38075,1.90862,9755,0.72062,4813,0.35554,4625,0.34166,4287,0.31669,4098,0.30273,3878,0.28647,0.36377,91,44,168,303,0.300330033,67,24,143,234,0.286324786,18427485,11862543,22614546,52.50%,0.525,366420447,0.009
191,MMETSP0329,SRR1296720,Bacillariophyta,40630878,40626302,99.99,1213,201,11783,1288255,1062.0404,0,477,2,737,82.66857,481,1040,1576,2227,3776,0.46269,0.00964,0.00825,1.95027,0.19196,40626302,2082257,0.05125,1869326,0.04601,212931,687,42265,0.03281,385,0.31739,76,0.06265,408,0.33636,115,0.09481,0.019,0.02783,0.41049,996,996,0.8211,0.04263,689,0.02949,333,0.01425,282,0.01207,238,0.01019,218,0.00933,193,0.00826,0.01388,16,7,280,303,0.052805281,6,1,227,234,0.025641026,1116295,20568004,81257150,25.30%,0.253,79539525,0
192,MMETSP0347,SRR1300214,Dinophyta,27042993,27037719,99.98,28633,201,2637,15167558,529.72298,0,3507,0,11077,91.1062,248,443,715,1005,1440,0.60753,0.00752,0.00092,2.00905,0.10851,27037719,16813838,0.62187,9836410,0.3638,6977428,22248,1617448,0.10664,15574,0.54392,4115,0.14372,17743,0.61967,2786,0.0973,0.02947,0.17413,0.38748,4988,4988,0.1742,0.8896,4082,0.72802,2050,0.36561,2026,0.36133,1976,0.35242,1943,0.34653,1885,0.33619,0.36874,79,32,192,303,0.260726073,79,13,142,234,0.337606838,12084330,17533521,54080639,32.40%,0.324,94694603,0
193,MMETSP0359,SRR1296786,Dinophyta,27365859,27288912,99.72,178850,201,16823,157498319,880.61682,0,55574,51,87418,87.9625,336,913,1472,2102,3445,0.6131,0.00369,-9.00E-04,2.12757,0.15378,27288912,24595502,0.9013,21868214,0.80136,2727288,80809,13078131,0.08304,85956,0.4806,16958,0.09482,101842,0.56943,13203,0.07382,0.29286,0.54952,0.50174,119685,119685,0.66919,1.46218,68043,0.83127,34291,0.41893,32021,0.3912,29375,0.35887,27993,0.34199,26161,0.31961,0.44527,246,15,42,303,0.811881188,195,20,19,234,0.833333333,112607134,25746738,54654743,47.10%,0.471,232225081,0.002
194,MMETSP0360,SRR1296972,Dinophyta,16785889,16783783,99.99,108509,201,9317,67534948,622.39029,0,18478,0,47275,93.4535,278,518,860,1318,2150,0.61318,0.00692,0.00085,2.10206,0.12083,16783783,13914515,0.82905,10891751,0.64894,3022764,64036,1105846,0.01637,29231,0.26939,1848,0.01703,81318,0.74941,2903,0.02675,0.28594,0.41712,0.48303,69107,69107,0.63688,0.98854,54190,0.77516,27832,0.39812,25409,0.36346,22372,0.32002,21370,0.30569,20159,0.28836,0.42527,214,36,53,303,0.706270627,171,38,25,234,0.730769231,69004845,NA,NA,NA,NA,NA,NA
195,MMETSP0361,SRR1294400,Dinophyta,20841201,20799534,99.8,184980,201,15786,159712634,863.40488,0,56582,29,91286,87.42226,338,873,1418,2009,3226,0.61157,0.00272,0.00047,2.12725,0.15282,20799534,18669576,0.8976,16296498,0.7835,2373078,65154,15353655,0.09613,95447,0.51599,20049,0.10838,115738,0.62568,12255,0.06625,0.27152,0.53243,0.44122,122254,122254,0.6609,1.45702,69492,0.8282,35033,0.41752,32788,0.39077,30141,0.35922,28837,0.34368,27044,0.32231,0.44262,249,11,43,303,0.821782178,194,22,18,234,0.829059829,114575790,23967869,41640536,57.60%,0.576,222696050,0.002
196,MMETSP0367,SRR1296793,Dinophyta,23109623,23109161,100,106068,201,7570,74525358,702.61868,0,24459,0,51150,91.94867,298,634,1049,1506,2289,0.61854,0.00602,0.0012,2.12452,0.13279,23109161,19826098,0.85793,16077366,0.69571,3748732,64151,1351371,0.01813,28569,0.26935,2059,0.01941,64429,0.60743,3469,0.03271,0.31115,0.45818,0.49945,69773,69773,0.65781,0.9104,53647,0.69999,27430,0.35791,24544,0.32025,21332,0.27834,19704,0.2571,17344,0.2263,0.33316,224,25,54,303,0.739273927,180,29,25,234,0.769230769,64394352,37763837,46218744,81.70%,0.817,174599905,0.001
197,MMETSP0368,SRR1296794,Dinophyta,22831746,22831112,100,107051,201,6764,73352769,685.2133,0,23836,0,50614,91.89698,292,613,1020,1464,2195,0.61815,0.00587,0.00092,2.12317,0.13042,22831112,19448914,0.85186,15616065,0.68398,3832849,65685,1287242,0.01755,28888,0.26985,2062,0.01926,66192,0.61832,3530,0.03297,0.29576,0.44549,0.48349,69195,69195,0.64637,0.89413,53795,0.69513,27564,0.35618,24633,0.31831,21300,0.27524,19594,0.25319,17273,0.2232,0.33146,227,24,52,303,0.749174917,178,26,30,234,0.760683761,69132227,37202152,45662764,81.50%,0.815,176578223,0.001
198,MMETSP0369,SRR1296796,Dinophyta,24488163,24487906,100,115322,201,6520,75551771,655.13754,0,23867,0,51745,91.05956,283,572,968,1392,2055,0.61565,0.0068,0.00052,2.12516,0.12613,24487906,20631113,0.8425,16500413,0.67382,4130700,68031,1534644,0.02031,30905,0.26799,2477,0.02148,71274,0.61804,4453,0.03861,0.28618,0.42277,0.46938,73582,73582,0.63806,0.91016,57257,0.70823,29494,0.36482,26663,0.3298,23292,0.28811,21528,0.26629,18958,0.2345,0.34574,228,25,50,303,0.752475248,172,32,30,234,0.735042735,71236252,38330700,48976038,78.30%,0.783,186784752,0.001
199,MMETSP0370,SRR1294439,Dinophyta,20622130,20603352,99.91,105955,201,6205,65043445,613.87801,0,19039,0,45477,91.9777,271,520,879,1291,1925,0.61489,0.008,0.00014,2.11532,0.11992,20603352,16760575,0.81349,12014525,0.58313,4746050,53465,1220754,0.01877,37155,0.35067,1730,0.01633,70337,0.66384,3898,0.03679,0.22379,0.32744,0.42877,63602,63602,0.60027,0.98245,51424,0.79434,26063,0.40259,24145,0.37296,21410,0.33072,20517,0.31692,19388,0.29948,0.42158,216,33,54,303,0.712871287,173,29,32,234,0.739316239,61333454,33367855,41225263,80.90%,0.809,195804501,0.001
200,MMETSP0371,SRR1294440,Dinophyta,21274591,21254622,99.91,107698,201,6209,65081712,604.29824,0,18993,0,44976,91.19175,268,508,866,1268,1867,0.6129,0.00783,-2.00E-05,2.11746,0.1185,21254622,17235831,0.81092,12340039,0.58058,4895792,51973,1266796,0.01946,37739,0.35042,1807,0.01678,70147,0.65133,4618,0.04288,0.22066,0.31487,0.38355,17332,17332,0.59634,0.26139,14318,0.21594,7203,0.10863,6665,0.10052,5989,0.09032,5729,0.0864,5418,0.08171,0.1148,213,36,54,303,0.702970297,171,29,34,234,0.730769231,14670351,33916170,42529011,79.70%,0.797,202280462,0.001
201,MMETSP0372,SRR1300212,Apicomplexa,26369979,26328342,99.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2320,2320,0.76745,0.12028,759,0.03935,321,0.01664,253,0.01312,190,0.00985,155,0.00804,126,0.00653,0.0195,11,10,282,303,0.03630363,7,4,223,234,0.02991453,705086,12835303,52697212,24.40%,0.244,327449772,0.006
202,MMETSP0378,SRR1300221,Dinophyta,14999128,14998989,100,42220,201,3753,17385062,411.77314,0,1581,0,8814,85.35229,232,317,457,662,1043,0.57815,0.00469,-0.0042,1.98236,0.08736,14998989,11660216,0.7774,8316356,0.55446,3343860,34291,337006,0.01938,8606,0.20384,702,0.01663,16583,0.39278,7393,0.17511,0.14732,0.21728,0.20707,35297,35297,0.83603,0.78593,29905,0.66587,15115,0.33655,13183,0.29354,10060,0.224,8352,0.18597,6527,0.14533,0.28958,47,64,192,303,0.155115512,49,22,163,234,0.209401709,14605780,14237152,29998088,47.50%,0.475,83906131,0
203,MMETSP0380,SRR1300222,Dinophyta,13697132,13696405,99.99,38153,201,2759,14903245,390.61791,0,993,0,6629,84.287,229,303,421,598,943,0.57171,0.00488,-0.00537,1.98128,0.08344,13696405,10133573,0.73987,6903772,0.50406,3229801,31652,337741,0.02266,7747,0.20305,789,0.02068,14557,0.38154,6954,0.18227,0.12455,0.20092,0.23493,32970,32970,0.86415,0.73412,27656,0.6158,13777,0.30676,11324,0.25214,7896,0.17581,6400,0.1425,4840,0.10777,0.25181,38,59,206,303,0.125412541,47,24,163,234,0.200854701,11119805,13343494,27393425,48.70%,0.487,90152748,0
204,MMETSP0382,SRR1296765,Dinophyta,42640021,42632105,99.98,126886,201,7861,97911424,771.64876,0,34102,0,67147,92.48088,324,734,1158,1636,2537,0.63232,0.00528,0.00038,2.0194,0.14163,42632105,38417118,0.90113,33283988,0.78073,5133130,65044,1930461,0.01972,30191,0.23794,2640,0.02081,63765,0.50254,5625,0.04433,0.40159,0.52971,0.45636,90880,90880,0.71623,0.92496,72717,0.7401,36864,0.37519,33680,0.34279,30112,0.30647,28260,0.28762,25544,0.25998,0.33945,237,22,44,303,0.782178218,190,27,17,234,0.811965812,95159806,53814538,85272073,63.10%,0.631,209421392,0.001
205,MMETSP0384,SRR1296766,Dinophyta,33861130,33816377,99.87,183765,201,11456,109178892,594.12234,0,29406,5,73801,93.19071,263,481,832,1293,2079,0.62489,0.00954,0.00425,2.07514,0.11447,33816377,26900666,0.79549,22414860,0.66284,4485806,81567,1916046,0.01755,38812,0.2112,2907,0.01582,137224,0.74674,5111,0.02781,0.31668,0.42511,0.49773,99840,99840,0.5433,0.93602,80661,0.75622,41089,0.38522,37200,0.34876,32845,0.30793,30630,0.28716,27234,0.25533,0.34563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111926026,52710448,67677401,77.90%,0.779,367760200,0.009
206,MMETSP0397,SRR1296719,Bacillariophyta,20892682,20886259,99.97,25997,201,4909,17474843,672.18691,0,5257,0,11867,79.99203,308,604,913,1282,1951,0.48701,0.00898,0.00552,1.78114,0.13563,20886259,19108471,0.91488,16943800,0.81124,2164671,15788,640734,0.03667,8785,0.33792,1310,0.05039,11648,0.44805,5193,0.19975,0.24554,0.32128,0.02932,20692,20692,0.79594,0.91952,15037,0.66822,7507,0.3336,6720,0.29863,5673,0.2521,5016,0.2229,4009,0.17815,0.28515,135,90,78,303,0.445544554,105,45,84,234,0.448717949,14122907,12478526,41778690,29.90%,0.299,60014128,0
207,MMETSP0398,SRR1294392,Dinophyta,5881078,5880542,99.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,28,246,303,0.095709571,38,17,179,234,0.162393162,3003361,NA,NA,NA,NA,NA,NA
208,MMETSP0398,SRR1294391,Dinophyta,6960303,6960282,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,28,246,303,0.095709571,38,17,179,234,0.162393162,3003361,NA,NA,NA,NA,NA,NA
209,MMETSP0399,SRR1294394,Dinophyta,11094315,11093368,99.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,36,236,303,0.102310231,39,18,177,234,0.166666667,4382352,NA,NA,NA,NA,NA,NA
210,MMETSP0399,SRR1294393,Dinophyta,12163683,12163645,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,36,236,303,0.102310231,39,18,177,234,0.166666667,4382352,NA,NA,NA,NA,NA,NA
211,MMETSP0403,SRR1296755,Bacillariophyta,40483636,40477587,99.99,40523,201,11715,38310134,945.39235,0,14030,3,21749,81.68816,402,945,1447,2087,3374,0.49164,0.01177,0.00908,1.96548,0.1759,40477587,38264316,0.94532,34854500,0.86108,3409816,26562,1765725,0.04609,15036,0.37105,2349,0.05797,19734,0.48698,3314,0.08178,0.35594,0.48536,0.35043,31305,31305,0.77252,0.97302,21176,0.65819,10448,0.32474,9043,0.28107,7648,0.23771,6915,0.21493,5834,0.18133,0.27913,222,46,35,303,0.732673267,173,32,29,234,0.739316239,32843943,5733,5741,99.90%,0.999,161736,0
212,MMETSP0404,SRR1296877,Bacillariophyta,26146623,26118918,99.89,42839,201,12406,38724372,903.95135,0,13578,6,22255,81.4849,386,873,1371,2007,3334,0.4912,0.01083,0.006,1.96638,0.16915,26118918,24589561,0.94145,22309780,0.85416,2279781,29458,1482633,0.03829,16155,0.37711,2130,0.04972,22748,0.53101,2951,0.06889,0.36676,0.46524,0.29272,1541,1541,0.78383,0.06181,941,0.03774,474,0.01901,422,0.01693,368,0.01476,351,0.01408,308,0.01235,0.01923,230,39,34,303,0.759075908,181,34,19,234,0.773504274,1548071,22555305,52264418,43.20%,0.432,88530977,0
213,MMETSP0405,SRR1296772,Unknown,32083995,32078726,99.98,31060,201,5369,21378733,688.30435,0,6632,0,14761,86.24846,311,619,949,1356,2071,0.39748,0.01249,0.01569,1.8983,0.13652,32078726,30293780,0.94436,27958931,0.87157,2334849,16087,880208,0.04117,10135,0.3263,1602,0.05158,16474,0.53039,3014,0.09704,0.34612,0.44328,0.08692,22217,22217,0.71529,1.00361,16107,0.72761,8108,0.36626,7445,0.33631,6448,0.29128,5878,0.26553,5071,0.22907,0.32086,169,74,60,303,0.557755776,120,33,81,234,0.512820513,18737226,15566492,64162305,24.30%,0.243,75908074,0
214,MMETSP0409,SRR1296775,Ochrophyta,13864482,13837459,99.81,39544,201,6323,19129858,483.76133,0,3298,0,9856,80.22263,247,373,570,882,1510,0.54178,0.01561,0.00682,2.01468,0.09858,13837459,11906250,0.86044,10231124,0.73938,1675126,16872,490652,0.02565,9266,0.23432,1002,0.02534,30638,0.77478,2002,0.05063,0.30232,0.35551,0.31992,17633,17633,0.44591,0.93773,14295,0.76021,7119,0.37859,6634,0.3528,5870,0.31217,5412,0.28781,4727,0.25138,0.33966,86,110,107,303,0.283828383,76,48,110,234,0.324786325,19810652,10615490,27700953,38.30%,0.383,81067680,0
